2304222,331.65
0.4140333333,2.31
0.4147664242,2.365
0.4025862727,2.393
0.4231860606,2.41
0.4085461515,2.449
0.4359280303,2.464
0.3874326667,2.477
0.4386542424,2.52
0.3722706364,2.534
0.3017945455,2.623
0.4510669091,2.625
0.3710795455,2.63
0.3571611818,2.633
0.3784573636,2.658
0.29569,2.69
0.4045909091,2.7
0.3632859091,2.717
0.2957157576,2.722
0.2956845455,2.723
0.3524563636,2.754
0.345046303,2.785
0.3781923333,2.79
0.4630892121,2.797
0.3657096364,2.799
0.3616878788,2.805
0.3372533333,2.808
0.3381842424,2.822
0.3679012121,2.827
0.3709260606,2.83
0.3806878788,2.841
0.3617357576,2.856
0.3192545455,2.86
0.3806924242,2.865
0.3372615152,2.866
0.3648415152,2.87
0.3560121212,2.88
0.3799045455,2.88
0.3749366364,2.898
0.3532745455,2.903
0.4203998182,2.93
0.3451389697,2.933
0.3193572727,2.942
0.3084390303,2.948
0.3783399697,2.953
0.3567019697,2.972
0.4386595152,2.99
0.4448984848,2.99
0.3838131515,2.995
0.3594381818,2.998
0.4782428485,3.003
0.2694866667,3.01
0.35087,3.01
0.3371424242,3.03
0.4649690909,3.06
0.3371345455,3.07
0.4659217273,3.09
0.3371472727,3.09
0.3629229697,3.096
0.2991678182,3.099
0.3943030303,3.1
0.3238594242,3.104
0.4810282727,3.109
0.3951572727,3.109
0.397230303,3.14
0.4887656364,3.148
0.4117304848,3.155
0.4170260606,3.158
0.4413629697,3.166
0.4170212121,3.17
0.3967593939,3.18
0.3361805455,3.18
0.3912636364,3.183
0.3683409091,3.184
0.42314,3.186
0.3619175758,3.197
0.3683351515,3.199
0.2627272727,3.2
0.3351515152,3.2
0.4615309091,3.2
0.4231348485,3.2
0.3619224242,3.206
0.3813366364,3.245
0.4041757576,3.251
0.4049854545,3.251
0.4621616364,3.26
0.3740121212,3.261
0.2921293939,3.266
0.4962647273,3.27
0.3179065758,3.277
0.40418,3.279
0.3503439394,3.279
0.3715787879,3.28
0.3148400606,3.286
0.3555545455,3.286
0.4430981818,3.287
0.3098609091,3.29
0.3715730303,3.294
0.3624242424,3.3
0.4929503333,3.3
0.3098566667,3.3
0.3098645455,3.3
0.3768727273,3.311
0.4382436364,3.311
0.4382484848,3.311
0.350349697,3.313
0.4431018182,3.317
0.3385915152,3.32
0.2977172727,3.32
0.4167630606,3.326
0.3715446061,3.329
0.4050915758,3.338
0.4140142424,3.339
0.2977124242,3.34
0.2977315152,3.34
0.4614948485,3.343
0.3474084848,3.343
0.4155151515,3.344
0.4174936061,3.345
0.4098675758,3.346
0.427939697,3.351
0.4140190909,3.352
0.4441890909,3.353
0.3037890909,3.36
0.4328311818,3.363
0.4128163636,3.364
0.4262586667,3.364
0.4128124242,3.365
0.2898693939,3.365
0.2917272727,3.37
0.3038021212,3.37
0.4492390909,3.371
0.4723882727,3.378
0.3474209091,3.381
0.28863,3.39
0.3037972727,3.39
0.5056207879,3.398
0.3593939394,3.4
0.2886342424,3.4
0.4208721818,3.403
0.4178324848,3.408
0.4260374545,3.41
0.2917318182,3.41
0.3007675758,3.41
0.435465697,3.414
0.4048190303,3.427
0.4048829697,3.428
0.4328640606,3.429
0.4504012121,3.429
0.2886257576,3.43
0.3960368485,3.432
0.4139309697,3.435
0.4016350909,3.439
0.4201769697,3.444
0.4107730303,3.446
0.4106614242,3.446
0.4806097273,3.449
0.2855860606,3.45
0.3885730303,3.459
0.3646448485,3.46
0.399657,3.463
0.2797757576,3.465
0.3825115152,3.469
0.486780303,3.47
0.2855675758,3.47
0.4480513333,3.471
0.3956549091,3.473
0.2855821212,3.48
0.4411868788,3.482
0.4189572727,3.485
0.3855560606,3.486
0.3855418182,3.488
0.400709697,3.491
0.3645675758,3.499
0.3309030303,3.5
0.2855769697,3.5
0.3560835152,3.503
0.3803409091,3.505
0.4413036364,3.505
0.3978957576,3.506
0.3825175758,3.509
0.4599628788,3.509
0.3926494242,3.512
0.4310672727,3.515
0.3491563636,3.517
0.5177282727,3.518
0.5230439697,3.523
0.460147303,3.528
0.4189506061,3.531
0.3290906061,3.532
0.4250136364,3.537
0.3825060606,3.548
0.4310736364,3.548
0.2644060606,3.55
0.2643975758,3.56
0.4390445758,3.565
0.2644024242,3.57
0.4624600303,3.573
0.4413493939,3.577
0.4261190606,3.58
0.2704418182,3.58
0.2704375758,3.59
0.2491775758,3.593
0.2582769697,3.599
0.5204713939,3.6
0.3591540606,3.601
0.5178030303,3.607
0.3753348485,3.61
0.5199816364,3.612
0.454175303,3.612
0.4592930303,3.618
0.2552578788,3.618
0.2522436364,3.621
0.4770833333,3.625
0.4709709091,3.628
0.3543960606,3.63
0.2704333333,3.63
0.2552536364,3.631
0.2522378788,3.634
0.4837289697,3.636
0.2582842424,3.636
0.2491821212,3.642
0.4624190909,3.652
0.3491515152,3.654
0.3200936364,3.657
0.2532860606,3.67
0.5250357576,3.675
0.4370606061,3.677
0.4624112121,3.679
0.4808869394,3.683
0.310689697,3.69
0.4370642424,3.69
0.3623232424,3.697
0.2752502121,3.711
0.4785264242,3.716
0.3372139394,3.719
0.499346,3.73
0.323230303,3.74
0.4964583333,3.742
0.467480303,3.75
0.3162787879,3.75
0.4867627273,3.757
0.3563026061,3.758
0.3343590909,3.767
0.4300821212,3.77
0.4812975758,3.77
0.5354271818,3.78
0.523439303,3.782
0.4522742424,3.798
0.3024826061,3.799
0.31092,3.804
0.4275636364,3.81
0.5012899697,3.814
0.3150063636,3.82
0.325,3.82
0.496402,3.825
0.5048337576,3.833
0.3318396667,3.836
0.5434757576,3.84
0.5061787879,3.848
0.2905345152,3.854
0.5382644545,3.868
0.3188762727,3.87
0.3798090909,3.879
0.3866019697,3.879
0.4502901818,3.879
0.5108880606,3.889
0.3828327273,3.895
0.5445033333,3.9
0.3103727273,3.9
0.3798154545,3.905
0.3918960606,3.915
0.5048912121,3.918
0.4573863636,3.93
0.4107653636,3.94
0.3048375758,3.942
0.5385606061,3.947
0.4799606061,3.95
0.361609697,3.953
0.4904620606,3.953
0.3013242424,3.954
0.5070278788,3.954
0.5206670909,3.957
0.3099747576,3.96
0.5080896667,3.966
0.3048421212,3.97
0.5196717273,3.978
0.547286697,3.986
0.3073060606,3.99
0.5204973636,4.016
0.2219112121,4.022
0.5168145455,4.032
0.2219884848,4.033
0.4218312121,4.041
0.3041636364,4.05
0.5601534242,4.055
0.5535100909,4.06
0.2219924242,4.066
0.5055128788,4.069
0.4218257576,4.074
0.2978151515,4.08
0.3383372727,4.082
0.4694654545,4.09
0.4735384848,4.097
0.4463563636,4.108
0.5375210303,4.126
0.5137357576,4.129
0.2947575758,4.131
0.2927342424,4.14
0.3199099394,4.141
0.292729697,4.147
0.2167281818,4.157
0.4376933333,4.159
0.2921909091,4.16
0.5407007576,4.161
0.4805093333,4.164
0.5567403333,4.194
0.4611854545,4.197
0.5286279394,4.2
0.3280984848,4.217
0.3281184848,4.224
0.5734860606,4.251
0.4678757576,4.252
0.2128587879,4.256
0.471617697,4.26
0.4743234848,4.261
0.5377030606,4.262
0.5497306364,4.265
0.5596475758,4.268
0.2128654545,4.271
0.4678821212,4.275
0.5684490606,4.28
0.5413187879,4.29
0.2128824242,4.291
0.2128721212,4.297
0.5437639394,4.313
0.2866448485,4.317
0.286649697,4.317
0.2962287879,4.318
0.3601197273,4.319
0.4896260909,4.326
0.2864268182,4.35
0.5598674242,4.355
0.2622527273,4.356
0.5994128788,4.362
0.27871,4.38
0.5475753636,4.394
0.2770515152,4.419
0.5047069394,4.425
0.5748379697,4.431
0.5532973333,4.431
0.3127378788,4.455
0.2829393939,4.46
0.5785003636,4.464
0.2598954545,4.484
0.5468606061,4.491
0.5468551515,4.494
0.5708186061,4.505
0.2067563636,4.51
0.5738636364,4.518
0.513829303,4.522
0.5749473939,4.533
0.5558221212,4.534
0.5768897273,4.547
0.3157981818,4.548
0.2067612121,4.558
