2396858.53,12.913834
0.5141371292,3.024
0.08333050064,3.032
0.01004774416,3.105
0.009842089009,3.11
0.08329558097,3.121
0.1162026422,3.128
0.08330361561,3.146
0.5141022095,3.149
0.08332153896,3.15
0.08331257728,3.153
0.6839539555,3.16
0.2162023331,3.161
0.577388597,3.169
0.1162384116,3.194
0.5141549753,3.204
0.5774154048,3.208
0.1119750464,3.211
0.5142354759,3.215
0.1119062114,3.216
0.1119652349,3.221
0.5141111712,3.228
0.1162205655,3.235
0.1119357231,3.241
0.1110173826,3.246
0.1110075711,3.248
0.1109878709,3.249
0.009822388774,3.257
0.2162112948,3.258
0.1224648486,3.258
0.2162202565,3.26
0.5213308097,3.26
0.25506644,3.26
0.1119455346,3.261
0.5774681706,3.261
0.1110567831,3.262
0.1119160229,3.262
0.9308645705,3.265
0.1162116039,3.266
0.1109977596,3.267
0.08516610013,3.267
0.1552533993,3.27
0.1118954728,3.271
0.1110665946,3.272
0.2161933715,3.272
0.009832277528,3.272
0.1119259116,3.274
0.1118856613,3.275
0.1338380717,3.275
0.2162381026,3.277
0.1287465235,3.279
0.1119553461,3.28
0.1698084055,3.28
0.159262979,3.28
0.1110370828,3.281
0.1162295272,3.284
0.009802765777,3.287
0.5213219252,3.288
0.2162819067,3.289
0.1161588381,3.29
0.1487716317,3.29
0.1770936341,3.29
0.08822620521,3.292
0.0859935105,3.293
0.542459827,3.294
0.2162908684,3.295
0.08133498147,3.295
0.6450401731,3.295
0.1110764061,3.296
0.6001854141,3.296
0.07986711993,3.296
0.1138751545,3.297
0.009792877022,3.298
0.07180160695,3.298
0.2396972343,3.299
0.09235939433,3.3
0.142197157,3.3
0.09250618049,3.301
0.06022017925,3.301
0.1309641533,3.301
0.1322929543,3.301
0.07791254639,3.301
0.009812577257,3.302
0.132130717,3.302
0.01003793264,3.303
0.1162733313,3.303
0.08929310879,3.303
0.06700401731,3.304
0.0917799753,3.304
0.5707045736,3.304
0.0861812423,3.306
0.1110272713,3.308
0.6200169963,3.308
0.5969406675,3.309
0.668974042,3.309
0.565961063,3.309
0.1744901113,3.31
0.1238334364,3.31
0.05542336221,3.31
0.623289555,3.31
0.1710205501,3.31
0.7142537083,3.31
0.1000849815,3.31
0.1207432015,3.31
0.1055855995,3.31
0.6234850124,3.311
0.1531365884,3.311
0.5214470798,3.312
0.1430469716,3.312
0.1234780593,3.312
0.6999714153,3.3128
0.6420812732,3.313
0.216371369,3.314
0.6618201484,3.314
0.05407911003,3.314
0.1147095179,3.314
0.1058868974,3.314
0.1288600896,3.315
0.5213397713,3.315
0.6299227441,3.315
0.06380562423,3.315
0.09962917184,3.315
0.151684178,3.315
0.1289835445,3.316
0.107578801,3.316
0.1174134734,3.317
0.126066131,3.317
0.008285692235,3.317
0.07944221261,3.317
0.5781134116,3.317
0.6110166873,3.317
0.2229842398,3.318
0.04357231152,3.318
0.6603758498,3.319
0.1213349815,3.319
0.128878013,3.32
0.5140843634,3.32
0.216344484,3.32
0.08328576949,3.32
0.1499536465,3.32
0.6122527812,3.32
0.6409301607,3.32
0.1040327565,3.32
0.7427456737,3.32
0.521348733,3.321
0.5141728987,3.322
0.1416640915,3.322
0.6005176144,3.322
0.1476514215,3.323
0.5935723115,3.324
0.1344290791,3.324
0.216256026,3.325
0.1182014833,3.325
0.1110468943,3.326
0.1406674907,3.326
0.6004187268,3.326
0.539315513,3.326
