2402347.544,7.17664
0.01925413559,3.34
0.03409952289,3.37
0.9898531903,3.38
0.9913915146,3.39
0.07612476029,3.4
0.001764056678,3.4
0.09048802779,3.4
0.02651658711,3.41
0.01534980153,3.411
0.03100894007,3.42
0.133165381,3.42
0.1351523833,3.42
0.02323092694,3.424
0.03076369996,3.44
0.0001532750102,3.44
0.9938745708,3.44
0.1040013153,3.45
0.04289751189,3.454
0.01813244079,3.455
0.01906881211,3.466
0.9619292593,3.466
0.03488540593,3.47
0.9761253177,3.47
0.002187653221,3.47
0.08435145132,3.48
0.06310473979,3.48
0.117899184,3.48
0.09046294644,3.483
0.04525794798,3.489
0.9949697908,3.49
0.0742729188,3.49
0.02831269226,3.492
0.992334853,3.494
0.008863479277,3.495
0.04635734827,3.496
0.01944921299,3.499
0.01655092075,3.499
0.0005225286141,3.499
0.9799516208,3.5
0.9728953939,3.5
0.02425229628,3.5
0.103636242,3.5
0.05015996341,3.5
0.02220119722,3.503
0.01666239352,3.505
0.07513961959,3.505
0.1817089892,3.508
0.9920171556,3.509
0.07369465373,3.509
0.9250902929,3.51
0.9392473358,3.51
0.9390355375,3.51
0.008438489263,3.51
0.9935122843,3.51
0.1266776653,3.51
0.04544466491,3.51
0.01734795108,3.51
0.009785916487,3.511
0.08016982873,3.513
0.03345298075,3.515
0.03267267128,3.515
0.052110737,3.516
0.04704429928,3.516
0.01023041419,3.517
0.03816270563,3.518
0.05160910951,3.52
0.09631248046,3.52
0.07064029959,3.52
0.09758327012,3.52
0.9569408525,3.52
0.9894017256,3.521
0.07057898958,3.523
0.03579112225,3.525
0.02193784273,3.526
0.03778369818,3.526
0.0524549092,3.527
0.01462244167,3.528
0.9842739777,3.528
0.06679030855,3.528
0.984788146,3.529
0.006794265835,3.53
0.9494261938,3.53
0.9748865764,3.53
0.08314754531,3.53
0.0441042047,3.531
0.05047069376,3.531
0.07363891736,3.532
0.07226780214,3.532
0.04823148437,3.534
0.1726295313,3.534
0.112804878,3.534
0.9774894658,3.534
